Pinfuk haap: Ye san heiyi,Gary Oldman
Pinfuk haap: Ye san heiyi,Anne Hathaway
Pinfuk haap: Ye san heiyi,Christopher Nolan
Pinfuk haap: Ye san heiyi,David S. Goyer
Pinfuk haap: Ye san heiyi,Charles Roven
Pinfuk haap: Ye san heiyi,Christian Bale
Pinfuk haap: Ye san heiyi,Tom Hardy
Pinfuk haap: Ye san heiyi,Emma Thomas
Pinfuk haap: Ye san heiyi,Bob Kane
Pinfuk haap: Ye san heiyi,Jonathan Nolan
