Pán prstenů: Návrat krále,J.R.R. Tolkien
O arhontas ton dahtylidion: Oi dyo pyrgoi,J.R.R. Tolkien
Pán prstenů: Návrat krále,Orlando Bloom
O arhontas ton dahtylidion: Oi dyo pyrgoi,Orlando Bloom
Pán prstenů: Návrat krále,Elijah Wood
O arhontas ton dahtylidion: Oi dyo pyrgoi,Elijah Wood
Pán prstenů: Návrat krále,Fran Walsh
O arhontas ton dahtylidion: Oi dyo pyrgoi,Fran Walsh
Pán prstenů: Návrat krále,Viggo Mortensen
O arhontas ton dahtylidion: Oi dyo pyrgoi,Viggo Mortensen
Pán prstenů: Návrat krále,Howard Shore
Pán prstenů: Návrat krále,Ian McKellen
O arhontas ton dahtylidion: Oi dyo pyrgoi,Ian McKellen
Pán prstenů: Návrat krále,Peter Jackson
O arhontas ton dahtylidion: Oi dyo pyrgoi,Peter Jackson
O arhontas ton dahtylidion: Oi dyo pyrgoi,Stephen Sinclair
Pán prstenů: Návrat krále,Philippa Boyens
O arhontas ton dahtylidion: Oi dyo pyrgoi,Philippa Boyens
Pán prstenů: Návrat krále,Barrie M. Osborne
O arhontas ton dahtylidion: Oi dyo pyrgoi,Barrie M. Osborne
