Rôdo obu za ringu - Futatsu no tô,J.R.R. Tolkien
Rôdo obu za ringu - Futatsu no tô,Orlando Bloom
Rôdo obu za ringu - Futatsu no tô,Elijah Wood
Rôdo obu za ringu - Futatsu no tô,Fran Walsh
Rôdo obu za ringu - Futatsu no tô,Viggo Mortensen
Rôdo obu za ringu - Futatsu no tô,Ian McKellen
Rôdo obu za ringu - Futatsu no tô,Peter Jackson
Rôdo obu za ringu - Futatsu no tô,Stephen Sinclair
Rôdo obu za ringu - Futatsu no tô,Philippa Boyens
Rôdo obu za ringu - Futatsu no tô,Barrie M. Osborne
