O arhontas ton dahtylidion: I epistrofi tou vasilia,J.R.R. Tolkien
O arhontas ton dahtylidion: I epistrofi tou vasilia,Orlando Bloom
O arhontas ton dahtylidion: I epistrofi tou vasilia,Elijah Wood
O arhontas ton dahtylidion: I epistrofi tou vasilia,Fran Walsh
O arhontas ton dahtylidion: I epistrofi tou vasilia,Viggo Mortensen
O arhontas ton dahtylidion: I epistrofi tou vasilia,Howard Shore
O arhontas ton dahtylidion: I epistrofi tou vasilia,Ian McKellen
O arhontas ton dahtylidion: I epistrofi tou vasilia,Peter Jackson
O arhontas ton dahtylidion: I epistrofi tou vasilia,Philippa Boyens
O arhontas ton dahtylidion: I epistrofi tou vasilia,Barrie M. Osborne
