Sagan om de två tornen,J.R.R. Tolkien
Sagan om de två tornen,Orlando Bloom
Sagan om de två tornen,Elijah Wood
Sagan om de två tornen,Fran Walsh
Sagan om de två tornen,Viggo Mortensen
Sagan om de två tornen,Ian McKellen
Sagan om de två tornen,Peter Jackson
Sagan om de två tornen,Stephen Sinclair
Sagan om de två tornen,Philippa Boyens
Sagan om de två tornen,Barrie M. Osborne
